time="2017-09-28T20:57:48.585978653Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"exit\", Id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\", Status:0x0, Pid:\"ebe5b3da0fce1ea0098b8385c2838d83441ef948eb6288cc2b5296e14750549e\", Timestamp:(*timestamp.Timestamp)(0xc4207838b0)}"
time="2017-09-28T20:57:48.586090252Z" level=debug msg="attach: stderr: end"
time="2017-09-28T20:57:48.586100952Z" level=debug msg="attach: stdout: end"
time="2017-09-28T20:57:48.586123751Z" level=debug msg="Health check for container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab done (exitCode=0)"
time="2017-09-28T20:57:48.932902822Z" level=debug msg="(*worker).Update" len(assignments)=1 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:48.932990721Z" level=debug msg="(*worker).reconcileSecrets" len(removedSecrets)=0 len(updatedSecrets)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:48.933007721Z" level=debug msg="(*worker).reconcileConfigs" len(removedConfigs)=0 len(updatedConfigs)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:48.933019321Z" level=debug msg="(*worker).reconcileTaskState" len(removedTasks)=0 len(updatedTasks)=1 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:48.933045321Z" level=debug msg=assigned module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.desiredstate=RUNNING task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:48.933212319Z" level=debug msg="state changed" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=sodmyxzi9uqpu7hloy25pv6zl state.desired=RUNNING state.transition="ASSIGNED->ACCEPTED" task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:48.933318719Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:48.933482817Z" level=debug msg="state changed" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=sodmyxzi9uqpu7hloy25pv6zl state.desired=RUNNING state.transition="ASSIGNED->ACCEPTED" task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:48.940627967Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:48.940651467Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:48.941542661Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:48.945351634Z" level=debug msg="state changed" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=sodmyxzi9uqpu7hloy25pv6zl state.desired=RUNNING state.transition="ACCEPTED->PREPARING" task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:48.945603533Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:48.946902723Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:48.950746896Z" level=debug msg="Trying to pull dockere2e/tests from https://registry-1.docker.io v2"
time="2017-09-28T20:57:49.270614855Z" level=debug msg="Calling GET /containers/json"
time="2017-09-28T20:57:49.273943732Z" level=debug msg="Calling GET /containers/7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab/top"
time="2017-09-28T20:57:49.603518222Z" level=debug msg="Running health check for container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab ..."
time="2017-09-28T20:57:49.603694921Z" level=debug msg="starting exec command cac40b1958776492e45ab7f933e9b8c03e7b9886fbc1f8b1b8ba434dfb06b7b3 in container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab"
time="2017-09-28T20:57:49.603988319Z" level=debug msg="attach: stdout: begin"
time="2017-09-28T20:57:49.604024718Z" level=debug msg="attach: stderr: begin"
time="2017-09-28T20:57:49.657183946Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"start-process\", Id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\", Status:0x0, Pid:\"cac40b1958776492e45ab7f933e9b8c03e7b9886fbc1f8b1b8ba434dfb06b7b3\", Timestamp:(*timestamp.Timestamp)(0xc421524bd0)}"
time="2017-09-28T20:57:49.657237146Z" level=debug msg="libcontainerd: event unhandled: type:\"start-process\" id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\" pid:\"cac40b1958776492e45ab7f933e9b8c03e7b9886fbc1f8b1b8ba434dfb06b7b3\" timestamp:<seconds:1506632269 nanos:656941548 > "
time="2017-09-28T20:57:49.657358045Z" level=debug msg="containerd: process exited" id=7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab pid=cac40b1958776492e45ab7f933e9b8c03e7b9886fbc1f8b1b8ba434dfb06b7b3 status=0 systemPid=103750 
time="2017-09-28T20:57:49.657636143Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"exit\", Id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\", Status:0x0, Pid:\"cac40b1958776492e45ab7f933e9b8c03e7b9886fbc1f8b1b8ba434dfb06b7b3\", Timestamp:(*timestamp.Timestamp)(0xc421524dd0)}"
time="2017-09-28T20:57:49.657770742Z" level=debug msg="attach: stderr: end"
time="2017-09-28T20:57:49.657801742Z" level=debug msg="attach: stdout: end"
time="2017-09-28T20:57:49.657846241Z" level=debug msg="Health check for container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab done (exitCode=0)"
time="2017-09-28T20:57:50.014326843Z" level=debug msg="Pulling ref from V2 registry: dockere2e/tests:latest"
time="2017-09-28T20:57:50.014574741Z" level=debug msg="pull in progress"
time="2017-09-28T20:57:50.014869539Z" level=debug msg="pull in progress"
time="2017-09-28T20:57:50.014899539Z" level=debug msg="pull in progress"
time="2017-09-28T20:57:50.070038753Z" level=debug msg="container mounted via layerStore: &{/var/lib/docker/overlay2/eafc8cb30224bc153079a13cded3336004ac4998fcc7818b0261ad633ec8e3f7/merged 0x2884060 0x2884060}"
time="2017-09-28T20:57:50.124705870Z" level=debug msg="state changed" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=sodmyxzi9uqpu7hloy25pv6zl state.desired=RUNNING state.transition="PREPARING->READY" task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:50.124982168Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:50.126684456Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:50.132541215Z" level=debug msg="state changed" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=sodmyxzi9uqpu7hloy25pv6zl state.desired=RUNNING state.transition="READY->STARTING" task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:50.132712013Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:50.133949005Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:50.175922811Z" level=debug msg="container mounted via layerStore: &{/var/lib/docker/overlay2/eafc8cb30224bc153079a13cded3336004ac4998fcc7818b0261ad633ec8e3f7/merged 0x2884060 0x2884060}"
time="2017-09-28T20:57:50.176296808Z" level=debug msg="Assigning addresses for endpoint TestClusterRepeatedRootCARotation-145591ef5-b2a0-4316-b171-273d.lw42vt6pvv5gbl1axhkz9a00n.dqnn9t37607x2qp91dza9uxht's interface on network bridge"
time="2017-09-28T20:57:50.176316308Z" level=debug msg="RequestAddress(LocalDefault/172.17.0.0/16, <nil>, map[])"
time="2017-09-28T20:57:50.189629015Z" level=debug msg="Assigning addresses for endpoint TestClusterRepeatedRootCARotation-145591ef5-b2a0-4316-b171-273d.lw42vt6pvv5gbl1axhkz9a00n.dqnn9t37607x2qp91dza9uxht's interface on network bridge"
time="2017-09-28T20:57:50.372508733Z" level=debug msg="Programming external connectivity on endpoint TestClusterRepeatedRootCARotation-145591ef5-b2a0-4316-b171-273d.lw42vt6pvv5gbl1axhkz9a00n.dqnn9t37607x2qp91dza9uxht (fe313b450de5087eb8ad6817edcf21da4d68fceb953a2f6090a023ff06a35073)"
time="2017-09-28T20:57:50.622584580Z" level=debug msg="sandbox set key processing took 130.406986ms for container 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d"
time="2017-09-28T20:57:50.677692194Z" level=debug msg="Running health check for container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab ..."
time="2017-09-28T20:57:50.677904693Z" level=debug msg="starting exec command 8a990b8df595e3eb11326059b96b2239a7cf53acd27db8d6158810da07520aac in container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab"
time="2017-09-28T20:57:50.683665052Z" level=debug msg="attach: stdout: begin"
time="2017-09-28T20:57:50.683715452Z" level=debug msg="attach: stderr: begin"
time="2017-09-28T20:57:50.698363949Z" level=debug msg=OpenMonitorChannel
time="2017-09-28T20:57:50.698650347Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"start-container\", Id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\", Status:0x0, Pid:\"\", Timestamp:(*timestamp.Timestamp)(0xc4220510a0)}"
time="2017-09-28T20:57:50.733524403Z" level=debug msg="containerd: process exited" id=7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab pid=8a990b8df595e3eb11326059b96b2239a7cf53acd27db8d6158810da07520aac status=0 systemPid=103885 
time="2017-09-28T20:57:50.777110097Z" level=debug msg="waiting on events" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=sodmyxzi9uqpu7hloy25pv6zl task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:50.777149397Z" level=debug msg="libcontainerd: event unhandled: type:\"start-container\" id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\" timestamp:<seconds:1506632270 nanos:696816360 > "
time="2017-09-28T20:57:50.777215197Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"start-process\", Id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\", Status:0x0, Pid:\"8a990b8df595e3eb11326059b96b2239a7cf53acd27db8d6158810da07520aac\", Timestamp:(*timestamp.Timestamp)(0xc4220fc660)}"
time="2017-09-28T20:57:50.777237896Z" level=debug msg="libcontainerd: event unhandled: type:\"start-process\" id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\" pid:\"8a990b8df595e3eb11326059b96b2239a7cf53acd27db8d6158810da07520aac\" timestamp:<seconds:1506632270 nanos:733271705 > "
time="2017-09-28T20:57:50.777270396Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"exit\", Id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\", Status:0x0, Pid:\"8a990b8df595e3eb11326059b96b2239a7cf53acd27db8d6158810da07520aac\", Timestamp:(*timestamp.Timestamp)(0xc4220fc850)}"
time="2017-09-28T20:57:50.777345496Z" level=debug msg="attach: stderr: end"
time="2017-09-28T20:57:50.777355396Z" level=debug msg="attach: stdout: end"
time="2017-09-28T20:57:50.777400395Z" level=debug msg="Health check for container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab done (exitCode=0)"
time="2017-09-28T20:57:51.699480833Z" level=debug msg="Running health check for container 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d ..."
time="2017-09-28T20:57:51.699686231Z" level=debug msg="starting exec command dfeee82e6dbb603e9eb3252024f528609dca0b50591e7434567eb1d0cc611d2a in container 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d"
time="2017-09-28T20:57:51.699943929Z" level=debug msg="attach: stdout: begin"
time="2017-09-28T20:57:51.700002229Z" level=debug msg="attach: stderr: begin"
time="2017-09-28T20:57:51.739221354Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"start-process\", Id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\", Status:0x0, Pid:\"dfeee82e6dbb603e9eb3252024f528609dca0b50591e7434567eb1d0cc611d2a\", Timestamp:(*timestamp.Timestamp)(0xc422103b10)}"
time="2017-09-28T20:57:51.739276054Z" level=debug msg="libcontainerd: event unhandled: type:\"start-process\" id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\" pid:\"dfeee82e6dbb603e9eb3252024f528609dca0b50591e7434567eb1d0cc611d2a\" timestamp:<seconds:1506632271 nanos:737873364 > "
time="2017-09-28T20:57:51.741431539Z" level=debug msg="containerd: process exited" id=8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d pid=dfeee82e6dbb603e9eb3252024f528609dca0b50591e7434567eb1d0cc611d2a status=0 systemPid=103910 
time="2017-09-28T20:57:51.741654437Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"exit\", Id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\", Status:0x0, Pid:\"dfeee82e6dbb603e9eb3252024f528609dca0b50591e7434567eb1d0cc611d2a\", Timestamp:(*timestamp.Timestamp)(0xc422103d10)}"
time="2017-09-28T20:57:51.741764036Z" level=debug msg="attach: stderr: end"
time="2017-09-28T20:57:51.741766436Z" level=debug msg="attach: stdout: end"
time="2017-09-28T20:57:51.741793536Z" level=debug msg="Health check for container 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d done (exitCode=0)"
time="2017-09-28T20:57:51.788656408Z" level=debug msg="EnableService 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d START"
time="2017-09-28T20:57:51.788680507Z" level=debug msg="EnableService 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d DONE"
time="2017-09-28T20:57:51.788912506Z" level=debug msg="state changed" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=sodmyxzi9uqpu7hloy25pv6zl state.desired=RUNNING state.transition="STARTING->RUNNING" task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:51.789070705Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:51.790620894Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:51.825798347Z" level=debug msg="waiting on events" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=sodmyxzi9uqpu7hloy25pv6zl task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:51.877820283Z" level=debug msg="Running health check for container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab ..."
time="2017-09-28T20:57:51.877968682Z" level=debug msg="starting exec command 07f5f38c685ebf8d2445c6fb650ec755fbec574cf61f82cda76808292757629f in container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab"
time="2017-09-28T20:57:51.878239880Z" level=debug msg="attach: stdout: begin"
time="2017-09-28T20:57:51.878264780Z" level=debug msg="attach: stderr: begin"
time="2017-09-28T20:57:51.927782032Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"start-process\", Id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\", Status:0x0, Pid:\"07f5f38c685ebf8d2445c6fb650ec755fbec574cf61f82cda76808292757629f\", Timestamp:(*timestamp.Timestamp)(0xc422051f20)}"
time="2017-09-28T20:57:51.927859832Z" level=debug msg="libcontainerd: event unhandled: type:\"start-process\" id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\" pid:\"07f5f38c685ebf8d2445c6fb650ec755fbec574cf61f82cda76808292757629f\" timestamp:<seconds:1506632271 nanos:927561234 > "
time="2017-09-28T20:57:51.927882832Z" level=debug msg="containerd: process exited" id=7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab pid=07f5f38c685ebf8d2445c6fb650ec755fbec574cf61f82cda76808292757629f status=0 systemPid=103934 
time="2017-09-28T20:57:51.928052531Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"exit\", Id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\", Status:0x0, Pid:\"07f5f38c685ebf8d2445c6fb650ec755fbec574cf61f82cda76808292757629f\", Timestamp:(*timestamp.Timestamp)(0xc422200460)}"
time="2017-09-28T20:57:51.928142930Z" level=debug msg="attach: stderr: end"
time="2017-09-28T20:57:51.928151730Z" level=debug msg="attach: stdout: end"
time="2017-09-28T20:57:51.928183030Z" level=debug msg="Health check for container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab done (exitCode=0)"
time="2017-09-28T20:57:52.788695398Z" level=debug msg="Running health check for container 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d ..."
time="2017-09-28T20:57:52.788884797Z" level=debug msg="starting exec command a638580529cd1e009395368f2ea5fea3c9ffd45feaee2b8c406de55e53d4b0d7 in container 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d"
time="2017-09-28T20:57:52.789099095Z" level=debug msg="attach: stdout: begin"
time="2017-09-28T20:57:52.789125595Z" level=debug msg="attach: stderr: begin"
time="2017-09-28T20:57:52.836466663Z" level=info msg="forced certificate renewal" module=node/tls node.id=lw42vt6pvv5gbl1axhkz9a00n node.role=swarm-worker
time="2017-09-28T20:57:52.839500842Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"start-process\", Id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\", Status:0x0, Pid:\"a638580529cd1e009395368f2ea5fea3c9ffd45feaee2b8c406de55e53d4b0d7\", Timestamp:(*timestamp.Timestamp)(0xc42223c790)}"
time="2017-09-28T20:57:52.839515542Z" level=debug msg="containerd: process exited" id=8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d pid=a638580529cd1e009395368f2ea5fea3c9ffd45feaee2b8c406de55e53d4b0d7 status=0 systemPid=103958 
time="2017-09-28T20:57:52.839603941Z" level=debug msg="libcontainerd: event unhandled: type:\"start-process\" id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\" pid:\"a638580529cd1e009395368f2ea5fea3c9ffd45feaee2b8c406de55e53d4b0d7\" timestamp:<seconds:1506632272 nanos:839288143 > "
time="2017-09-28T20:57:52.839822140Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"exit\", Id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\", Status:0x0, Pid:\"a638580529cd1e009395368f2ea5fea3c9ffd45feaee2b8c406de55e53d4b0d7\", Timestamp:(*timestamp.Timestamp)(0xc422806e50)}"
time="2017-09-28T20:57:52.839905539Z" level=debug msg="attach: stderr: end"
time="2017-09-28T20:57:52.839926939Z" level=debug msg="attach: stdout: end"
time="2017-09-28T20:57:52.839939039Z" level=debug msg="Health check for container 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d done (exitCode=0)"
time="2017-09-28T20:57:52.944782404Z" level=debug msg="Running health check for container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab ..."
time="2017-09-28T20:57:52.944911403Z" level=debug msg="starting exec command f435460d7e445717077002cd373f1c6aebb9f4643fa4a79fe09d39a344a84b89 in container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab"
time="2017-09-28T20:57:52.945135001Z" level=debug msg="attach: stdout: begin"
time="2017-09-28T20:57:52.945169601Z" level=debug msg="attach: stderr: begin"
time="2017-09-28T20:57:52.997125537Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"start-process\", Id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\", Status:0x0, Pid:\"f435460d7e445717077002cd373f1c6aebb9f4643fa4a79fe09d39a344a84b89\", Timestamp:(*timestamp.Timestamp)(0xc422807ae0)}"
time="2017-09-28T20:57:52.997195436Z" level=debug msg="libcontainerd: event unhandled: type:\"start-process\" id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\" pid:\"f435460d7e445717077002cd373f1c6aebb9f4643fa4a79fe09d39a344a84b89\" timestamp:<seconds:1506632272 nanos:996922238 > "
time="2017-09-28T20:57:52.997257036Z" level=debug msg="containerd: process exited" id=7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab pid=f435460d7e445717077002cd373f1c6aebb9f4643fa4a79fe09d39a344a84b89 status=0 systemPid=103980 
time="2017-09-28T20:57:52.997508234Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"exit\", Id:\"7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab\", Status:0x0, Pid:\"f435460d7e445717077002cd373f1c6aebb9f4643fa4a79fe09d39a344a84b89\", Timestamp:(*timestamp.Timestamp)(0xc422807d70)}"
time="2017-09-28T20:57:52.997618834Z" level=debug msg="attach: stderr: end"
time="2017-09-28T20:57:52.997630033Z" level=debug msg="attach: stdout: end"
time="2017-09-28T20:57:52.997652533Z" level=debug msg="Health check for container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab done (exitCode=0)"
time="2017-09-28T20:57:53.377282272Z" level=debug msg="next certificate renewal scheduled for 1609h8m6.622725828s from now" module=node/tls node.id=lw42vt6pvv5gbl1axhkz9a00n node.role=swarm-worker time="2017-12-04 22:06:00.0000002 +0000 UTC"
time="2017-09-28T20:57:53.388083396Z" level=info msg="agent: found node update" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:53.388185196Z" level=debug msg="agent: rebuild session" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:53.388420194Z" level=debug msg="(*session).start" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:53.465984350Z" level=debug method="(*session).logSubscriptions" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n session.id=nqnlwk1u0ppueo5bflwgi0z1s
time="2017-09-28T20:57:53.466145649Z" level=debug msg="(*session).heartbeat" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n session.id=nqnlwk1u0ppueo5bflwgi0z1s
time="2017-09-28T20:57:53.466195149Z" level=debug method="(*session).watch" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n session.id=nqnlwk1u0ppueo5bflwgi0z1s
time="2017-09-28T20:57:53.466240348Z" level=debug msg="agent: registered" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:53.466311448Z" level=debug msg="(*session).listen" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n session.id=nqnlwk1u0ppueo5bflwgi0z1s
time="2017-09-28T20:57:53.467613039Z" level=debug msg="(*worker).Assign" len(assignments)=2 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:53.467647139Z" level=debug msg="(*worker).reconcileSecrets" len(removedSecrets)=0 len(updatedSecrets)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:53.467673438Z" level=debug msg="(*worker).reconcileConfigs" len(removedConfigs)=0 len(updatedConfigs)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:53.467683638Z" level=debug msg="(*worker).reconcileTaskState" len(removedTasks)=0 len(updatedTasks)=2 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:57:53.467708138Z" level=debug msg=assigned module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.desiredstate=RUNNING task.id=bqvy4q0t4zr0t7d1opwbbt721
time="2017-09-28T20:57:53.467799838Z" level=debug msg=assigned module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.desiredstate=RUNNING task.id=dqnn9t37607x2qp91dza9uxht
time="2017-09-28T20:57:53.858861396Z" level=debug msg="Running health check for container 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d ..."
time="2017-09-28T20:57:53.859136694Z" level=debug msg="starting exec command f50df1feb8cf1501cc3f87171fb8a38a4a63380f511941cd5fca73e4abde454f in container 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d"
time="2017-09-28T20:57:53.860986981Z" level=debug msg="attach: stdout: begin"
time="2017-09-28T20:57:53.861039381Z" level=debug msg="attach: stderr: begin"
time="2017-09-28T20:57:53.911017331Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"start-process\", Id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\", Status:0x0, Pid:\"f50df1feb8cf1501cc3f87171fb8a38a4a63380f511941cd5fca73e4abde454f\", Timestamp:(*timestamp.Timestamp)(0xc422962420)}"
time="2017-09-28T20:57:53.911149630Z" level=debug msg="libcontainerd: event unhandled: type:\"start-process\" id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\" pid:\"f50df1feb8cf1501cc3f87171fb8a38a4a63380f511941cd5fca73e4abde454f\" timestamp:<seconds:1506632273 nanos:910824532 > "
time="2017-09-28T20:57:53.911325628Z" level=debug msg="containerd: process exited" id=8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d pid=f50df1feb8cf1501cc3f87171fb8a38a4a63380f511941cd5fca73e4abde454f status=0 systemPid=104006 
time="2017-09-28T20:57:53.911643326Z" level=debug msg="libcontainerd: received containerd event: &types.Event{Type:\"exit\", Id:\"8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d\", Status:0x0, Pid:\"f50df1feb8cf1501cc3f87171fb8a38a4a63380f511941cd5fca73e4abde454f\", Timestamp:(*timestamp.Timestamp)(0xc422962620)}"
time="2017-09-28T20:57:53.911821425Z" level=debug msg="attach: stderr: end"
time="2017-09-28T20:57:53.911821425Z" level=debug msg="attach: stdout: end"
time="2017-09-28T20:57:53.911861225Z" level=debug msg="Health check for container 8fc24c8beef14bdd03199628d250b5a7e4172190f14e3930c5900c4e9b440b0d done (exitCode=0)"
time="2017-09-28T20:57:54.014802703Z" level=debug msg="Running health check for container 7085a499465cf309da445853ef1bfd766ee4b2990f1897b878dcec79b0752fab ..."
